epoch,loss,train_auc,train_f1,train_aupr,eval_auc,eval_f1,eval_aupr,test_auc,test_f1,test_aupr
0.0,0.8359337449073792,0.9317168642609043,0.8717015472171422,0.9443628606427574,0.9159892090366338,0.8505515853999285,0.9342632985370044,0.9146616933766702,0.8531739234297689,0.9342355714559315
1.0,0.5287030935287476,0.944390659201309,0.8883262516862257,0.9538465799263142,0.9242755694376462,0.8622839755351545,0.9400682085621277,0.9236900585183216,0.8613895044955682,0.9405868193560541
2.0,0.5003658533096313,0.954214732275775,0.8991815763639671,0.9610814198633363,0.9306198962285364,0.8664730925589489,0.9446938552438496,0.9301085912770083,0.8699908861561363,0.9454484409795161
3.0,0.4760670065879822,0.962266147642983,0.9083315504270644,0.9668770134832022,0.9349322862018744,0.8715611791856017,0.9478603169032831,0.9345024568120753,0.8767186612791715,0.9484996525564277
4.0,0.4528932571411133,0.968742528648714,0.9152553902036582,0.9715497308459593,0.9379477328940724,0.8753334487697827,0.9501642310384922,0.9379321407098792,0.8794924117673333,0.9508463549124555
5.0,0.42797940969467163,0.9747112382984324,0.9230503344246371,0.9760567867857798,0.9405033695337551,0.8794759543110495,0.9522033548238441,0.9407197308654113,0.8829813356935213,0.9530047252075675
6.0,0.40394914150238037,0.9797242883097762,0.9310172685094132,0.980036956297143,0.9424253001509624,0.8819313083716028,0.9536413583646475,0.9427996444135267,0.8856175961939726,0.9545607903160029
7.0,0.3847612738609314,0.983255142971737,0.9377818329580151,0.9829579401468383,0.9435952624302778,0.8845970580751881,0.9544673408142494,0.9441527564739748,0.8861173903725101,0.9555448040821233
8.0,0.37285271286964417,0.9858135110867511,0.9427786743168313,0.9851587030985446,0.9443426053343029,0.8851367239059122,0.9550383996951275,0.944815483572313,0.8869009949549593,0.9559620235527936
9.0,0.3873271346092224,0.9877433982061828,0.9470672376225011,0.9867909266281741,0.9447429225363955,0.8853251158113534,0.9552221129753186,0.9452159544063792,0.8854887530580188,0.9561361722150818
10.0,0.41176798939704895,0.9884607807672549,0.9500596183092478,0.9874319474524038,0.9443413484614847,0.884294618180817,0.9548185627531265,0.9448724885416472,0.8850500646956853,0.9557187674890495
