epoch,loss,train_auc,train_f1,train_aupr,eval_auc,eval_f1,eval_aupr,test_auc,test_f1,test_aupr
0.0,0.8388333320617676,0.9310781240129642,0.8705901308370558,0.9441353846639278,0.9146370852305723,0.8481747263229241,0.9331688359043622,0.9155841617569467,0.8514341929778521,0.9346950615849782
1.0,0.5335084795951843,0.943409565143829,0.882382330761813,0.9529442234390532,0.9222464981449172,0.8561188888052002,0.9384903022213283,0.9226618230949376,0.8596031819939005,0.9396093627494727
2.0,0.5049581527709961,0.953900250323633,0.8947861530395975,0.9604265188553881,0.9296483343242912,0.8628899444874978,0.943755993086027,0.9283932548164625,0.8660976648347637,0.9437092288931438
3.0,0.47414374351501465,0.9641043869665472,0.9050666838559751,0.9676835080992734,0.9357696937096915,0.8689562014863295,0.948171250011881,0.9338021086940115,0.8739424072668406,0.9476153400438335
4.0,0.44166359305381775,0.9724208342345686,0.9141312872408482,0.9737829805656668,0.9398494271400579,0.8747440304264866,0.9512352711625283,0.9376820143617257,0.8775036720301861,0.9503712451500437
5.0,0.40766260027885437,0.9784277307498712,0.9226105708645508,0.9785096788887688,0.9425689106556819,0.8786466589116199,0.9534707163051742,0.9403142249650898,0.8817732865404323,0.9523600088661327
6.0,0.38100194931030273,0.9820580254647144,0.9290922640980124,0.9815811304599987,0.9438308440741409,0.8806206764017136,0.9543534233389493,0.9418158885393744,0.8831022770018502,0.9536111066222758
7.0,0.36655062437057495,0.9847513848960573,0.9339212450449236,0.9839724489384981,0.9445307977343219,0.8823986215499917,0.9548457888623137,0.9427221281983817,0.8846729253047247,0.9543474305983418
8.0,0.37831515073776245,0.9867101867440291,0.9387345666048342,0.9856530245163492,0.9449860989119062,0.8839301375508897,0.9552285438653346,0.9430578770085496,0.884907875552808,0.9544959281046691
9.0,0.3952462375164032,0.9877306257510573,0.9414936752019766,0.9865456674455821,0.9446243786350231,0.8832719940192949,0.954892983208925,0.9429375642706336,0.8846072770994583,0.9543445862996324
