18040,38963,0
25251,15283,0
50760,15755,1
21371,19080,0
38884,41693,0
44009,1885,1
9731,9612,0
45958,8397,1
49142,36047,0
7461,27632,0
39162,53103,1
44034,37688,0
17565,15433,0
32317,37876,1
35985,1854,1
53423,18459,1
11957,6465,0
36771,20377,0
50640,51313,0
46605,31747,1
49652,6903,0
13994,16844,1
652,24574,1
10473,10723,1
41751,53423,0
23885,48587,0
44970,31873,1
34216,45511,0
2794,36078,0
36779,13642,1
3276,12695,0
51839,25994,1
3865,31672,0
28725,716,1
18927,30611,1
45958,29136,1
47583,17365,1
46833,20355,0
50559,24538,1
383,44642,0
46288,20392,0
44930,33405,1
9804,10063,0
34109,16122,0
559,16844,1
38889,36591,0
7863,51640,0
10253,5160,0
43598,45512,1
38126,40473,1
26743,5509,1
19960,22408,0
35549,11003,1
34023,2123,1
42380,53953,1
37755,20229,0
1516,18263,0
38126,37246,1
4113,25966,1
8164,7060,1
9054,42880,1
43694,40985,0
53090,14550,1
50805,41503,1
29132,24118,1
26692,7913,1
38126,8092,1
52003,15241,0
2196,6866,0
28478,50310,1
41535,24198,1
47469,23842,0
29352,38126,1
25259,30931,1
26743,3355,1
18541,15536,0
35439,28513,0
47056,19548,1
31869,22317,1
41516,29801,0
3971,23641,0
38423,30301,1
1288,49155,0
50089,30611,1
38126,19429,1
2011,45743,0
49830,9497,1
13525,24475,0
22645,967,1
9185,8090,1
3343,40430,1
50644,33811,0
52387,23742,1
53953,18295,1
6302,30748,0
29748,28478,1
27804,28478,1
43358,52728,0
5046,44307,0
551,8243,1
43558,45489,0
24020,31860,0
33549,39884,0
7151,21503,0
24340,53309,0
25147,52758,0
39099,2858,0
50865,45512,0
7930,6177,0
40964,24776,1
41993,53442,1
29555,48971,0
37685,22670,0
5333,48700,0
30825,12388,1
29532,25445,0
3533,10136,0
32191,29737,0
47329,45675,0
710,36530,0
34258,42908,1
26198,47082,1
32317,10481,1
8930,31347,0
41968,43060,1
47783,34527,1
45986,38523,0
52477,9960,1
13599,720,1
41054,30931,1
50760,4585,1
16844,29225,1
4113,10730,1
19020,22241,0
34023,6166,1
31990,8248,1
28183,28478,1
31683,7865,1
49445,1012,1
42996,17187,0
5133,14581,0
32870,39999,0
38126,53835,1
44984,6751,0
13765,26441,1
15724,16323,0
1912,34423,1
20693,2837,1
34023,7295,1
2957,34023,1
31325,8267,0
36666,1762,0
16844,30367,1
25450,13218,1
27804,47099,0
22330,46585,0
27577,69,1
32468,1765,1
30825,22427,1
8984,47081,1
16147,38126,1
18714,26965,0
25662,52669,0
6458,20693,1
25925,32876,1
40930,9731,0
27685,25138,1
24984,19113,0
17459,4556,1
50559,37084,1
48375,52580,1
35850,31932,1
49551,38582,1
47820,31440,0
28504,27840,0
38126,9767,1
37356,25867,1
35941,52378,1
34657,27351,0
53442,8705,1
10608,35117,0
18105,28478,1
5814,3171,1
2664,9865,0
24733,24325,1
41566,16954,0
20444,20399,0
1153,43903,1
7712,46110,0
27020,16844,1
49242,43903,1
9667,17039,0
33778,50123,0
25867,51210,1
16502,2026,0
19013,30462,0
16213,18835,1
7018,6628,0
16386,1334,1
53953,42706,1
853,23230,0
51099,18835,1
35958,32400,0
12201,7691,0
17431,10365,0
16284,11336,1
4740,26571,1
13062,31873,1
18866,29447,0
52307,49392,1
47261,38514,0
24767,1177,0
17891,22584,0
8628,18070,1
32473,27756,0
36779,40045,0
16654,38745,1
40283,19325,0
29796,50820,1
28513,19321,1
48984,29602,0
52814,26376,0
19034,49470,1
20271,39489,0
27894,43960,0
26824,42869,0
1398,8603,0
16654,22053,1
38603,3579,0
33957,34023,1
34692,34485,1
25614,34023,1
51594,49551,1
11003,41296,1
41286,3097,0
46070,1547,1
1444,11361,1
4113,36164,1
44158,42420,0
10089,37967,0
52537,8917,0
28197,52527,1
21469,33265,0
41085,20510,0
32063,12695,0
49882,3176,0
3722,10299,1
32270,31882,0
17368,3174,0
38411,23053,1
13287,8560,0
32613,43990,0
26552,22475,0
17687,29376,0
8243,48442,1
50637,6412,1
50760,6628,1
42745,19367,0
11946,14921,0
19377,10723,1
3674,39461,0
53066,46039,1
5280,20350,0
13743,19628,0
51719,45912,0
7201,15919,0
31430,11855,0
51594,49997,1
12961,29433,0
5106,2573,0
52173,12238,1
19494,20216,0
7986,41386,0
35644,6294,1
19565,15440,0
11043,51729,0
15784,35640,0
20453,37896,0
40645,21364,0
43514,27351,1
52139,48303,1
13626,4924,0
27175,28478,1
33931,14026,1
39155,50719,1
10600,39697,0
6458,38126,1
10063,30122,0
41262,34351,1
40604,14718,0
10676,80,1
32111,24850,1
31869,2123,1
17676,16409,0
20688,22224,0
19855,31414,0
44930,4073,1
6804,50987,1
34023,28291,1
5545,13062,1
21775,38627,1
51704,12174,1
26734,22214,1
1408,16844,1
25002,52917,0
6336,4209,0
17129,32690,0
47916,49110,0
12864,45689,0
27789,42136,0
4247,30040,0
28412,47673,0
51532,25814,0
18810,13705,1
49201,38823,1
34023,40860,1
52235,17302,0
21935,52705,0
19378,27083,0
35358,46955,0
46604,21077,0
36892,6125,0
18256,41566,1
27424,12083,0
16993,50280,1
7136,39502,1
17996,20478,0
13218,53017,1
3368,36443,1
33401,4095,1
48264,37768,1
9507,8552,0
44335,24520,0
53205,10888,0
32312,3785,0
19034,12502,1
33681,4778,1
51488,35656,1
47645,22603,0
38126,42106,1
34953,25410,1
41993,51328,1
16728,20409,0
3722,45651,1
30873,24192,0
33707,23711,0
30825,5294,1
51313,28478,1
4652,53960,0
19177,15198,0
43751,22828,1
16183,34043,1
40431,27730,0
22214,11540,1
22097,27351,1
19085,45894,0
16654,716,1
1750,40084,0
29611,24480,0
18668,41399,0
16654,50669,1
7916,17775,1
20288,1730,0
43348,33889,0
29132,21640,1
30970,13475,0
40900,53017,1
19216,42161,1
15146,43438,0
7223,843,1
41993,30924,1
2731,8574,0
673,49313,1
28769,37710,0
42114,43903,1
15786,44033,0
29228,39477,0
2023,28478,1
1666,15853,0
47582,2483,0
9225,22974,1
25632,49830,0
9497,17365,1
30541,34474,0
4941,29748,1
27304,14550,1
50929,32629,0
30847,17228,1
30825,20510,1
46605,48393,1
13050,20364,1
26198,1395,1
398,38182,0
38317,39355,1
45958,11302,1
13642,5803,0
11717,46691,1
20292,53103,1
50170,18035,0
15785,23742,1
42150,14582,0
11076,7153,1
34023,36480,1
44725,7060,0
34219,50280,1
11407,44527,0
18412,33962,0
28641,38126,1
43595,50951,0
39314,42367,0
31022,28478,1
51345,48180,1
19034,33517,1
27481,7153,1
18507,50929,0
4636,44427,0
39799,43598,1
34801,31295,0
25867,31290,1
5888,53953,1
19034,18632,1
19297,9744,0
33477,50719,1
44184,5178,1
44730,32503,0
16173,44759,0
51839,8705,1
